city,model_a,model_b,dm_stat,p_value,mean_loss_diff,better,significant_5pct
amsterdam,lgbm_direct,chronos_cov,-0.010938545740061449,0.9912789884371208,-0.0032802937772700054,lgbm_direct,False
amsterdam,lgbm_direct,nas_gru,-0.4766628378268216,0.6339129931622773,-0.24042629449538286,lgbm_direct,False
amsterdam,chronos,chronos_cov,-0.7842820506177074,0.4334288347009734,-0.22282936025442787,chronos,False
amsterdam,chronos,nas_gru,-0.8700698665077605,0.38488522557062055,-0.4599753609725406,chronos,False
amsterdam,chronos_cov,nas_gru,-0.5801898079110717,0.5621766578217875,-0.23714600071811293,chronos_cov,False
bangkok,seasonal_naive,lgbm_direct,1.9585049490813773,0.05100023905689301,2.0254094856798464,lgbm_direct,False
bangkok,seasonal_naive,chronos,2.4591080823420053,0.014433318173600312,2.4747381823403494,chronos,True
bangkok,seasonal_naive,chronos_cov,-0.6839455386184741,0.4944823798090243,-0.7381075198712522,seasonal_naive,False
bangkok,seasonal_naive,nas_gru,1.7577733211287472,0.07969936255756944,1.6261171888737453,nas_gru,False
bangkok,lgbm_direct,chronos,1.8003248340709244,0.07270881237135292,0.4493286966605032,chronos,False
bangkok,lgbm_direct,chronos_cov,-5.4050239460313865,1.2330720081151502e-07,-2.763517005551099,lgbm_direct,True
bangkok,lgbm_direct,nas_gru,-1.262936306913268,0.20749040080829706,-0.39929229680610123,lgbm_direct,False
bangkok,chronos,chronos_cov,-5.232580178724599,2.9541321651789113e-07,-3.2128457022116015,chronos,True
bangkok,chronos,nas_gru,-1.9583550626526065,0.05101789052931772,-0.8486209934666045,chronos,False
bangkok,chronos_cov,nas_gru,5.039741886774475,7.642534278027332e-07,2.3642247087449975,nas_gru,True
berlin,seasonal_naive,lgbm_direct,2.597901434615718,0.00979360991432018,1.629084602047613,lgbm_direct,True
berlin,seasonal_naive,chronos,1.9136388588052249,0.05651831696328834,1.3838533609443242,chronos,False
berlin,seasonal_naive,chronos_cov,0.7920554581069814,0.42888883763199614,0.6785047498631351,chronos_cov,False
berlin,seasonal_naive,nas_gru,-0.5514691400626289,0.5816797568159562,-0.4240698994719794,seasonal_naive,False
berlin,lgbm_direct,chronos,-0.8988050649026529,0.36940206815714305,-0.24523124110328903,lgbm_direct,False
berlin,lgbm_direct,chronos_cov,-2.1804364808584484,0.029920570146566496,-0.9505798521844778,lgbm_direct,True
berlin,lgbm_direct,nas_gru,-4.481721496897739,1.0177770263446444e-05,-2.0531545015195922,lgbm_direct,True
berlin,chronos,chronos_cov,-2.3122556842976674,0.021369427482801566,-0.7053486110811887,chronos,True
berlin,chronos,nas_gru,-3.4042556184485226,0.0007439654077416167,-1.8079232604163036,chronos,True
berlin,chronos_cov,nas_gru,-1.5369720894105376,0.12524407731046705,-1.1025746493351147,chronos_cov,False
bogota,seasonal_naive,lgbm_direct,3.8780633920329888,0.00012673678148749726,2.255102798604159,lgbm_direct,True
bogota,seasonal_naive,chronos,1.3846799190613608,0.16707188946840226,0.8484818926311675,chronos,False
bogota,seasonal_naive,chronos_cov,3.2232098719258517,0.0013922577844453672,1.7916198182869045,chronos_cov,True
bogota,seasonal_naive,nas_gru,3.3009639592452253,0.0010673356592176338,1.6214310730638961,nas_gru,True
bogota,lgbm_direct,chronos,-4.40322386921151,1.4364584158619941e-05,-1.4066209059729915,lgbm_direct,True
bogota,lgbm_direct,chronos_cov,-1.7219230333845335,0.08600652289681633,-0.4634829803172545,lgbm_direct,False
bogota,lgbm_direct,nas_gru,-2.316492721553861,0.021134288919957424,-0.6336717255402631,lgbm_direct,True
bogota,chronos,chronos_cov,2.8053453949232923,0.0053198624433177764,0.9431379256557371,chronos_cov,True
bogota,chronos,nas_gru,2.2234731733672812,0.026850512951836283,0.7729491804327283,nas_gru,True
bogota,chronos_cov,nas_gru,-0.5313176752532527,0.5955507633151345,-0.17018874522300861,chronos_cov,False
delhi,seasonal_naive,lgbm_direct,1.2647053444615164,0.2068560821788546,12.351494183233951,lgbm_direct,False
delhi,seasonal_naive,chronos,3.619992435647917,0.0003401182700372546,23.92837961088077,chronos,True
delhi,seasonal_naive,chronos_cov,4.05299486425628,6.291232909992358e-05,26.04062517719559,chronos_cov,True
delhi,seasonal_naive,nas_gru,3.5891670810577554,0.0003812711428641578,20.7161923070652,nas_gru,True
